item_fat_content,item_visibility,item_type,item_mrp,outlet_type,outlet_location_type,item_weight_mean,outlet_size_mode,item_outlet_sales
low fat,0.100388706,fruits and vegetables,76.0328,supermarket,tier 1,16.1,medium,1853.5872
regular,0.06871772,breakfast,155.563,grocery store,tier 1,12.857645184136183,small,469.389
regular,0.016979326,baking goods,177.037,supermarket,tier 3,12.857645184136183,medium,3352.303
low fat,0.11207602,snack foods,58.022,supermarket,tier 2,10.395,small,659.142
regular,0.06112617,meat,122.5388,supermarket,tier 3,5.15,high,371.5164
regular,0.209162936,fruits and vegetables,179.1976,grocery store,tier 1,12.857645184136183,small,543.2928
low fat,0.024521239,health and hygiene,117.5492,supermarket,tier 2,9.8,medium,1390.1904
low fat,0.0268952,meat,128.402,supermarket,tier 2,9.8,medium,2403.538
regular,0.019550858,dairy,263.791,supermarket,tier 2,14.85,medium,4207.856
low fat,0.176748258,fruits and vegetables,82.7908,grocery store,tier 3,6.59,medium,83.8908
low fat,0.069208684,health and hygiene,264.0884,supermarket,tier 3,12.857645184136183,medium,4504.8028
low fat,0.087719692,snack foods,218.5798,supermarket,tier 1,15.6,small,4407.596
low fat,0.037877202,starchy foods,124.0046,supermarket,tier 3,14.15,high,1618.5598
regular,0.061424738,soft drinks,56.7614,supermarket,tier 3,12.1,medium,1049.9666
low fat,0.03067808,hard drinks,44.777,supermarket,tier 3,15.7,high,605.878
low fat,0.069653585,health and hygiene,266.2884,supermarket,tier 1,9.0,medium,2914.8724
low fat,0.055241242,baking goods,196.5452,supermarket,tier 2,15.75,medium,3131.9232
low fat,0.137584599,dairy,262.2568,supermarket,tier 2,10.895,medium,3954.852
low fat,0.039824346,frozen foods,32.8558,supermarket,tier 1,13.65,small,645.1602
regular,0.060371962,breakfast,174.0712,supermarket,tier 3,12.857645184136183,medium,3866.9664
low fat,0.024264569,dairy,46.5718,supermarket,tier 1,19.6,medium,1607.2412
regular,0.0,breakfast,55.2614,supermarket,tier 3,9.0,medium,552.614
low fat,0.187558629,canned,148.0418,supermarket,tier 1,8.355,small,1471.418
low fat,0.053212652,fruits and vegetables,57.893,supermarket,tier 2,19.7,small,622.523
low fat,0.028579565,snack foods,90.3146,supermarket,tier 2,16.5,medium,2554.0088
regular,0.100378096,fruits and vegetables,122.4388,supermarket,tier 2,20.7,medium,1238.388
low fat,0.224837308,fruits and vegetables,112.7886,grocery store,tier 1,12.857645184136183,small,222.3772
low fat,0.027106459,meat,75.367,supermarket,tier 1,10.1,medium,535.969
regular,0.212963193,baking goods,59.522,grocery store,tier 1,12.857645184136183,small,299.61
low fat,0.120280989,others,142.747,supermarket,tier 1,7.39,small,3149.234
low fat,0.035711426,health and hygiene,93.612,supermarket,tier 1,16.5,medium,1584.604
low fat,0.0,soft drinks,261.291,grocery store,tier 1,12.857645184136183,small,788.973
low fat,0.069405301,snack foods,112.1228,supermarket,tier 3,7.485,medium,1105.228
regular,0.162461219,baking goods,39.2848,supermarket,tier 2,7.855,medium,857.5504
low fat,0.014251461,household,148.6418,supermarket,tier 2,20.25,medium,2648.5524
regular,0.0,breads,101.699,supermarket,tier 1,9.6,medium,2373.577
low fat,0.010480751,canned,116.5808,supermarket,tier 3,6.425,medium,2460.7968
low fat,0.043351896,fruits and vegetables,146.6418,supermarket,tier 3,12.857645184136183,medium,4414.254
low fat,0.090480214,snack foods,119.5466,grocery store,tier 3,20.35,medium,117.8466
regular,0.143319995,dairy,237.5222,supermarket,tier 3,12.857645184136183,medium,7170.666
regular,0.01404119,snack foods,199.1084,supermarket,tier 1,9.3,medium,396.8168
regular,0.119418124,dairy,231.03,supermarket,tier 2,13.6,medium,5359.69
low fat,0.043326511,baking goods,95.6436,supermarket,tier 2,7.75,medium,1134.5232
regular,0.0,starchy foods,78.296,supermarket,tier 1,10.5,small,1438.128
low fat,0.142618182,snack foods,123.2072,supermarket,tier 2,20.35,medium,1225.072
low fat,0.174350275,snack foods,104.4964,supermarket,tier 1,9.3,small,2419.5172
regular,0.045165796,snack foods,100.0016,supermarket,tier 3,11.35,medium,1012.016
regular,0.062882112,baking goods,164.1184,supermarket,tier 2,19.35,medium,2807.0128
regular,0.119362812,fruits and vegetables,180.3976,supermarket,tier 3,16.7,high,3078.6592
low fat,0.0,snack foods,102.999,supermarket,tier 1,17.5,small,2992.771
low fat,0.079904068,snack foods,120.044,supermarket,tier 3,12.857645184136183,medium,4434.228
low fat,0.130261652,fruits and vegetables,185.2898,supermarket,tier 2,9.695,medium,3367.6164
low fat,0.114771298,frozen foods,93.9094,supermarket,tier 3,12.857645184136183,medium,3903.5854
low fat,0.055195461,fruits and vegetables,216.1166,supermarket,tier 2,15.1,small,5007.4818
regular,0.069250192,meat,232.9616,supermarket,tier 3,12.857645184136183,medium,3515.424
regular,0.033951827,meat,197.2426,supermarket,tier 2,12.35,medium,2966.139
low fat,0.171281641,hard drinks,54.0614,supermarket,tier 2,14.65,medium,1160.4894
low fat,0.010032624,snack foods,248.3408,supermarket,tier 2,7.905,medium,751.0224
low fat,0.025702994,household,199.9084,supermarket,tier 1,14.6,small,2380.9008
low fat,0.044008347,frozen foods,43.7454,supermarket,tier 3,12.857645184136183,medium,671.1264
regular,0.13093275,frozen foods,86.9198,supermarket,tier 3,12.857645184136183,medium,1569.9564
regular,0.019308607,soft drinks,49.0692,supermarket,tier 2,5.92,medium,1478.076
low fat,0.120543611,fruits and vegetables,45.806,supermarket,tier 1,6.36,small,1165.15
low fat,0.0,hard drinks,173.8396,supermarket,tier 1,4.61,small,1221.0772
low fat,0.030121709,canned,78.067,supermarket,tier 2,12.1,small,2220.443
low fat,0.072212787,household,260.9594,supermarket,tier 2,14.65,medium,2878.2534
low fat,0.01774202,health and hygiene,129.6626,supermarket,tier 2,11.5,medium,1836.2764
regular,0.047358246,dairy,123.1756,supermarket,tier 3,12.857645184136183,medium,3998.7948
regular,0.066400129,fruits and vegetables,250.1092,supermarket,tier 1,18.2,medium,5727.2116
low fat,0.053939315,snack foods,52.1008,grocery store,tier 1,12.857645184136183,small,50.6008
low fat,0.188619537,canned,146.4418,supermarket,tier 2,8.355,medium,3089.9778
low fat,0.071103348,household,75.4696,supermarket,tier 1,20.6,medium,1416.8224
low fat,0.137441201,snack foods,157.663,supermarket,tier 1,12.85,medium,2659.871
regular,0.071106549,fruits and vegetables,60.5536,supermarket,tier 3,12.857645184136183,medium,2143.876
regular,0.134975628,frozen foods,260.0936,grocery store,tier 3,13.65,medium,260.9936
low fat,0.104257037,starchy foods,34.0532,grocery store,tier 3,12.15,medium,179.766
regular,0.044372393,fruits and vegetables,180.3318,supermarket,tier 3,13.1,medium,2886.9088
regular,0.044526443,meat,37.9532,grocery store,tier 3,13.65,medium,71.9064
low fat,0.021407511,household,248.175,supermarket,tier 3,10.0,high,3495.45
regular,0.046848322,baking goods,110.557,supermarket,tier 3,8.38,high,3844.995
low fat,0.037556341,frozen foods,195.3478,supermarket,tier 3,20.85,medium,1937.478
regular,0.048518008,baking goods,132.9626,supermarket,tier 2,5.465,small,2360.9268
regular,0.027617046,canned,168.279,supermarket,tier 1,15.7,small,4074.696
low fat,0.044917289,dairy,88.5198,supermarket,tier 2,8.21,small,1133.8574
low fat,0.034093203,soft drinks,56.6614,supermarket,tier 2,19.6,medium,1492.0578
regular,0.104365283,fruits and vegetables,177.1054,supermarket,tier 2,15.2,medium,3151.8972
low fat,0.021539999,fruits and vegetables,182.4976,supermarket,tier 2,13.5,medium,1629.8784
regular,0.046962004,fruits and vegetables,173.8422,supermarket,tier 3,8.77,medium,3448.844
low fat,0.089816808,frozen foods,217.3192,supermarket,tier 1,15.25,small,5608.6992
regular,0.0,dairy,184.2608,supermarket,tier 3,12.857645184136183,medium,6064.1064
low fat,0.058886477,household,245.546,supermarket,tier 3,20.25,high,1724.422
regular,0.077634044,fruits and vegetables,256.433,supermarket,tier 3,5.82,medium,3844.995
low fat,0.113387677,health and hygiene,156.9604,supermarket,tier 3,12.857645184136183,medium,1584.604
regular,0.054937907,starchy foods,64.2168,supermarket,tier 2,16.7,medium,1661.8368
regular,0.1263349,canned,184.0924,grocery store,tier 1,12.857645184136183,small,555.2772
regular,0.024815024,fruits and vegetables,234.0958,grocery store,tier 3,20.35,medium,467.3916
low fat,0.023673342,soft drinks,189.0846,supermarket,tier 3,16.1,medium,5350.3688
low fat,0.087175137,dairy,98.341,supermarket,tier 1,16.25,small,1351.574
regular,0.135258515,snack foods,47.2402,supermarket,tier 3,7.63,medium,918.804
low fat,0.097803261,canned,50.5324,supermarket,tier 3,8.5,high,882.8508
low fat,0.058192802,dairy,246.9802,supermarket,tier 1,13.8,medium,5896.3248
regular,0.087847141,frozen foods,156.863,supermarket,tier 1,11.0,small,2972.797
low fat,0.124645538,frozen foods,117.2124,supermarket,tier 1,18.0,medium,2133.2232
low fat,0.045076878,dairy,241.3854,supermarket,tier 2,15.6,medium,2900.2248
low fat,0.03723211,soft drinks,183.1634,supermarket,tier 1,15.7,small,5634.6654
low fat,0.065771529,frozen foods,245.7802,grocery store,tier 3,18.6,medium,245.6802
regular,0.127066966,frozen foods,76.5354,supermarket,tier 1,8.35,medium,1655.1788
low fat,0.049066248,snack foods,192.4478,supermarket,tier 3,12.857645184136183,medium,8912.3988
low fat,0.014925407,health and hygiene,143.4154,supermarket,tier 3,20.1,high,3545.385
low fat,0.036590807,frozen foods,193.3162,grocery store,tier 3,12.3,medium,192.4162
regular,0.017666978,starchy foods,239.4538,supermarket,tier 2,10.195,medium,4566.7222
low fat,0.071498575,hard drinks,37.7506,supermarket,tier 3,12.857645184136183,medium,796.9626
low fat,0.011838464,household,155.134,supermarket,tier 1,20.2,medium,2603.278
low fat,0.089083914,fruits and vegetables,54.593,grocery store,tier 3,19.7,medium,56.593
low fat,0.041533438,fruits and vegetables,119.8466,supermarket,tier 3,19.75,medium,2239.0854
regular,0.045797829,snack foods,178.5344,supermarket,tier 3,12.857645184136183,medium,2854.9504
regular,0.110030997,frozen foods,37.2506,supermarket,tier 1,15.85,small,265.6542
low fat,0.071076672,health and hygiene,44.9086,supermarket,tier 3,7.93,high,802.9548
low fat,0.049617765,household,44.2086,grocery store,tier 3,9.6,medium,44.6086
low fat,0.10527024,frozen foods,122.9072,supermarket,tier 2,18.7,medium,490.0288
low fat,0.012167793,fruits and vegetables,37.4848,supermarket,tier 1,6.215,medium,111.8544
low fat,0.090043082,canned,140.1496,supermarket,tier 3,14.1,medium,846.8976
regular,0.013035609,fruits and vegetables,114.7834,supermarket,tier 2,13.65,small,3455.502
low fat,0.080649685,meat,189.9846,supermarket,tier 3,12.857645184136183,medium,6114.7072
regular,0.04575559,snack foods,167.1132,supermarket,tier 2,15.6,small,2874.9244
low fat,0.012467648,fruits and vegetables,188.1872,supermarket,tier 1,19.75,medium,2458.1336
low fat,0.100055601,frozen foods,112.4886,supermarket,tier 2,19.2,small,1223.0746
low fat,0.117530851,snack foods,222.7088,supermarket,tier 3,12.857645184136183,medium,4026.7584
low fat,0.054331235,seafood,198.7768,supermarket,tier 2,19.85,medium,4532.7664
low fat,0.044607722,health and hygiene,145.976,grocery store,tier 1,12.857645184136183,small,585.904
regular,0.029653914,fruits and vegetables,140.5838,supermarket,tier 1,17.75,small,2669.1922
low fat,0.053148497,health and hygiene,36.3874,grocery store,tier 1,12.857645184136183,small,105.8622
regular,0.023154399,snack foods,43.9428,supermarket,tier 1,16.85,small,351.5424
low fat,0.187523164,canned,146.2418,supermarket,tier 2,8.355,small,4414.254
regular,0.0,starchy foods,173.6738,supermarket,tier 1,21.2,medium,2954.1546
regular,0.023358738,dairy,184.4608,supermarket,tier 1,11.35,medium,4042.7376
regular,0.030418998,frozen foods,103.099,supermarket,tier 2,5.88,medium,1341.587
low fat,0.020555958,others,79.4618,supermarket,tier 2,17.35,small,1772.3596
low fat,0.042480566,dairy,173.4764,supermarket,tier 2,17.25,medium,2404.8696
low fat,0.052149675,snack foods,118.3124,supermarket,tier 1,18.5,medium,1540.6612
regular,0.075444922,breads,146.0444,supermarket,tier 3,6.575,high,2612.5992
low fat,0.115167579,soft drinks,199.8084,supermarket,tier 1,11.8,small,2380.9008
low fat,0.023734872,baking goods,103.2332,supermarket,tier 1,14.0,small,1845.5976
low fat,0.0650227,canned,87.0198,supermarket,tier 1,19.7,medium,697.7584
low fat,0.04421348,hard drinks,173.408,supermarket,tier 3,18.25,high,1038.648
regular,0.04368089,breads,110.157,supermarket,tier 3,12.857645184136183,medium,2306.997
low fat,0.026912667,frozen foods,261.291,supermarket,tier 1,17.5,medium,3418.883
low fat,0.012769753,meat,39.9822,supermarket,tier 3,6.32,medium,78.5644
low fat,0.076735903,dairy,62.4536,supermarket,tier 1,6.13,small,1225.072
low fat,0.186445212,household,255.5698,supermarket,tier 2,7.825,medium,1522.0188
low fat,0.007278512,meat,196.7426,supermarket,tier 2,11.3,small,2768.3964
low fat,0.255929096,meat,103.3648,grocery store,tier 1,12.857645184136183,small,311.5944
regular,0.049712775,fruits and vegetables,78.2644,supermarket,tier 1,19.35,medium,1492.7236
regular,0.106097275,fruits and vegetables,43.2796,supermarket,tier 3,15.1,medium,123.8388
low fat,0.035997636,others,78.6618,grocery store,tier 1,12.857645184136183,small,80.5618
low fat,0.017857847,dairy,77.5012,supermarket,tier 3,13.35,medium,1518.024
low fat,0.0,fruits and vegetables,216.9192,supermarket,tier 2,14.0,medium,6471.576
regular,0.157470693,dairy,239.1538,supermarket,tier 3,17.75,medium,4326.3684
regular,0.056271701,breakfast,232.23,supermarket,tier 3,13.85,high,1398.18
low fat,0.150801606,soft drinks,48.7692,supermarket,tier 1,14.6,medium,1231.73
low fat,0.010647477,meat,66.3826,supermarket,tier 1,6.17,medium,1937.478
regular,0.032573725,soft drinks,125.073,supermarket,tier 3,8.26,medium,985.384
low fat,0.026362624,frozen foods,78.3302,supermarket,tier 1,14.3,medium,1267.6832
low fat,0.073080167,household,228.4668,supermarket,tier 2,16.0,medium,2534.0348
regular,0.040205535,canned,188.753,supermarket,tier 1,8.6,small,7590.12
low fat,0.121250374,snack foods,193.9452,supermarket,tier 1,20.85,small,1565.9616
regular,0.031267496,canned,51.464,supermarket,tier 1,14.0,small,692.432
regular,0.090130537,snack foods,131.4626,supermarket,tier 2,6.67,medium,1705.1138
low fat,0.107870997,snack foods,181.2634,supermarket,tier 2,9.195,small,2362.9242
regular,0.156679617,fruits and vegetables,238.8538,supermarket,tier 3,12.65,medium,4566.7222
regular,0.128235131,snack foods,169.2816,supermarket,tier 1,19.6,medium,1174.4712
regular,0.066284519,fruits and vegetables,247.2092,supermarket,tier 2,18.2,small,3486.1288
regular,0.0,fruits and vegetables,173.6422,supermarket,tier 3,8.77,high,517.3266
low fat,0.0249887,household,150.3392,supermarket,tier 3,5.88,medium,447.4176
low fat,0.0,canned,181.2292,supermarket,tier 3,16.7,medium,2554.0088
low fat,0.099804623,snack foods,113.7544,supermarket,tier 1,10.0,medium,3243.7776
low fat,0.053732324,canned,49.8008,grocery store,tier 3,10.1,medium,303.6048
low fat,0.025813943,meat,89.1172,supermarket,tier 2,18.5,medium,892.172
low fat,0.056191301,seafood,53.2982,supermarket,tier 2,12.6,medium,736.3748
low fat,0.037681448,fruits and vegetables,111.0886,supermarket,tier 1,18.7,medium,222.3772
low fat,0.025039776,household,102.7332,grocery store,tier 1,12.857645184136183,small,410.1328
regular,0.100555034,baking goods,88.8856,supermarket,tier 1,9.395,medium,439.428
low fat,0.041803291,frozen foods,110.3912,supermarket,tier 1,19.7,medium,3275.736
low fat,0.029953314,fruits and vegetables,39.5138,supermarket,tier 2,8.325,medium,568.5932
low fat,0.065797601,frozen foods,147.805,supermarket,tier 2,17.85,small,1947.465
low fat,0.053589594,soft drinks,44.177,supermarket,tier 3,15.5,medium,173.108
low fat,0.045361705,snack foods,83.825,supermarket,tier 2,9.395,medium,665.8
low fat,0.043141572,fruits and vegetables,90.4172,supermarket,tier 3,9.3,medium,1249.0408
low fat,0.092781435,breads,119.7098,supermarket,tier 2,4.785,medium,1807.647
low fat,0.027133398,health and hygiene,106.2596,grocery store,tier 3,16.6,medium,215.7192
regular,0.041049322,canned,41.2454,supermarket,tier 3,12.857645184136183,medium,1342.2528
low fat,0.056032247,baking goods,102.3016,supermarket,tier 2,17.35,medium,1619.2256
low fat,0.07461309,dairy,108.7228,supermarket,tier 2,20.1,small,1215.7508
low fat,0.059557164,health and hygiene,263.7226,supermarket,tier 3,12.857645184136183,medium,6872.3876
low fat,0.02176755,breads,164.6184,supermarket,tier 2,12.15,medium,3797.7232
low fat,0.067836851,soft drinks,246.1486,supermarket,tier 2,7.81,medium,5375.6692
low fat,0.069809115,household,90.5146,supermarket,tier 2,8.6,medium,729.7168
regular,0.034575546,breads,156.5288,supermarket,tier 3,6.55,high,1571.288
regular,0.0,fruits and vegetables,120.5072,supermarket,tier 3,12.857645184136183,medium,2695.1584
regular,0.129705008,snack foods,141.8838,supermarket,tier 1,5.095,medium,1966.7732
regular,0.019930418,frozen foods,131.531,supermarket,tier 2,15.1,small,2856.282
regular,0.150248468,frozen foods,155.2288,supermarket,tier 1,7.825,medium,1257.0304
regular,0.050256161,canned,150.9024,supermarket,tier 3,12.857645184136183,medium,4857.6768
regular,0.168901843,dairy,43.4086,grocery store,tier 1,12.857645184136183,small,44.6086
low fat,0.0,snack foods,248.8092,supermarket,tier 3,12.857645184136183,medium,6474.2392
regular,0.160722863,fruits and vegetables,65.7168,supermarket,tier 3,12.857645184136183,medium,2237.088
low fat,0.125964559,health and hygiene,124.773,supermarket,tier 1,5.615,medium,2956.152
regular,0.245542627,seafood,172.2764,grocery store,tier 1,12.857645184136183,small,171.7764
low fat,0.026934673,frozen foods,106.128,supermarket,tier 2,10.895,medium,319.584
regular,0.033692089,frozen foods,76.2354,supermarket,tier 3,8.155,medium,1279.0018
regular,0.099186992,frozen foods,198.7768,supermarket,tier 3,13.1,medium,3153.2288
regular,0.013493914,snack foods,143.7154,supermarket,tier 2,10.5,small,3119.9388
regular,0.132083542,fruits and vegetables,189.5872,supermarket,tier 1,12.15,small,3403.5696
low fat,0.015259084,canned,91.0146,supermarket,tier 3,7.405,high,729.7168
regular,0.083079826,fruits and vegetables,80.3644,grocery store,tier 3,19.35,medium,157.1288
low fat,0.127449031,canned,210.527,supermarket,tier 1,6.3,small,6291.81
low fat,0.128289285,snack foods,104.9622,supermarket,tier 1,19.0,medium,1164.4842
regular,0.030212499,baking goods,98.0384,supermarket,tier 2,8.3,medium,2857.6136
regular,0.018019662,frozen foods,181.566,supermarket,tier 2,19.75,small,2876.256
regular,0.115911972,snack foods,177.3028,supermarket,tier 2,8.31,medium,1948.1308
regular,0.066279832,frozen foods,147.876,supermarket,tier 1,15.15,medium,4540.756
low fat,0.093008616,household,127.8652,supermarket,tier 2,5.945,small,2195.8084
low fat,0.102371638,household,221.2456,grocery store,tier 1,12.857645184136183,small,663.1368
low fat,0.107834541,snack foods,146.5076,supermarket,tier 3,10.195,medium,1330.2684
low fat,0.038610722,dairy,61.4852,supermarket,tier 3,6.92,medium,1314.2892
low fat,0.102157958,dairy,145.0128,grocery store,tier 1,12.857645184136183,small,143.8128
low fat,0.096413261,household,55.3588,supermarket,tier 1,7.5,small,1030.6584
low fat,0.010600287,household,233.9958,supermarket,tier 2,21.1,small,1869.5664
low fat,0.073354286,others,66.8142,supermarket,tier 2,11.15,small,2372.9112
low fat,0.014618973,baking goods,85.225,supermarket,tier 3,7.975,high,1081.925
low fat,0.131708682,baking goods,152.3024,supermarket,tier 1,11.65,medium,1518.024
low fat,0.028393624,dairy,153.434,supermarket,tier 3,8.93,high,1378.206
low fat,0.045274134,frozen foods,177.966,supermarket,tier 1,15.7,medium,3415.554
low fat,0.130931048,dairy,89.9172,supermarket,tier 2,5.8,small,1516.6924
regular,0.125528734,snack foods,262.191,supermarket,tier 2,13.5,medium,6048.793
low fat,0.055518167,fruits and vegetables,217.3166,supermarket,tier 2,15.1,medium,1306.2996
low fat,0.044730667,household,245.1802,supermarket,tier 1,9.3,medium,2456.802
regular,0.150319469,frozen foods,156.9288,supermarket,tier 2,7.825,medium,1571.288
low fat,0.087805788,fruits and vegetables,126.7678,supermarket,tier 1,6.65,medium,1907.517
low fat,0.041429246,fruits and vegetables,117.2466,supermarket,tier 1,19.75,medium,2239.0854
regular,0.106918052,baking goods,183.5634,supermarket,tier 1,16.0,medium,4725.8484
low fat,0.17824575,dairy,158.1288,supermarket,tier 1,18.1,medium,3299.7048
low fat,0.019314961,dairy,164.6526,grocery store,tier 3,12.1,medium,657.8104
low fat,0.148742896,baking goods,107.128,grocery store,tier 1,12.857645184136183,small,319.584
low fat,0.036939673,snack foods,113.1834,supermarket,tier 1,12.3,small,3109.9518
low fat,0.195068226,snack foods,185.4266,grocery store,tier 3,17.7,medium,184.4266
regular,0.052401766,frozen foods,115.1176,supermarket,tier 2,16.7,small,1488.7288
regular,0.06670068,snack foods,55.2956,supermarket,tier 1,7.71,medium,1255.6988
low fat,0.111777297,household,124.6046,supermarket,tier 3,12.857645184136183,medium,2863.6058
low fat,0.009921107,baking goods,183.6924,grocery store,tier 1,12.857645184136183,small,555.2772
regular,0.022914478,fruits and vegetables,181.195,supermarket,tier 2,19.2,small,2380.235
low fat,0.045614252,canned,221.5456,supermarket,tier 3,5.905,high,6852.4136
regular,0.134037,baking goods,53.3298,supermarket,tier 3,4.88,medium,539.298
low fat,0.077169841,health and hygiene,55.593,supermarket,tier 3,13.65,high,282.965
regular,0.021065311,meat,261.5936,supermarket,tier 2,17.85,medium,6002.8528
low fat,0.0,fruits and vegetables,184.7266,supermarket,tier 3,12.857645184136183,medium,8114.7704
low fat,0.098108957,health and hygiene,240.9196,supermarket,tier 3,17.75,medium,4579.3724
low fat,0.069043044,breads,218.7166,supermarket,tier 3,15.85,high,4136.6154
low fat,0.159096908,hard drinks,129.3336,grocery store,tier 1,12.857645184136183,small,127.8336
low fat,0.049934854,soft drinks,95.0752,supermarket,tier 3,12.857645184136183,medium,2588.6304
regular,0.107223632,dairy,223.5772,supermarket,tier 1,11.8,medium,2668.5264
regular,0.034604343,breads,157.8288,supermarket,tier 1,6.55,small,2514.0608
low fat,0.075347426,snack foods,126.3046,supermarket,tier 2,18.25,medium,747.0276
low fat,0.074553522,snack foods,91.883,supermarket,tier 3,15.35,high,2606.607
low fat,0.058185842,household,220.8456,supermarket,tier 3,12.857645184136183,medium,4199.8664
low fat,0.069565759,meat,52.4324,supermarket,tier 2,12.65,medium,571.2564
regular,0.151827552,soft drinks,43.0086,supermarket,tier 3,6.11,high,490.6946
regular,0.173027688,snack foods,155.2972,supermarket,tier 1,16.0,medium,3583.3356
low fat,0.111613921,snack foods,152.6998,supermarket,tier 1,8.02,medium,3383.5956
low fat,0.057396092,fruits and vegetables,125.8046,supermarket,tier 1,16.25,small,747.0276
low fat,0.0,health and hygiene,149.4734,supermarket,tier 3,20.75,high,2969.468
low fat,0.111673587,breads,65.7826,supermarket,tier 3,9.3,medium,968.739
low fat,0.053185208,health and hygiene,182.9608,supermarket,tier 3,12.857645184136183,medium,1653.8472
low fat,0.094460314,baking goods,245.3118,grocery store,tier 3,11.3,medium,247.0118
regular,0.079312367,baking goods,151.7366,supermarket,tier 2,6.135,small,3325.0052
regular,0.137645467,meat,185.2608,supermarket,tier 2,6.985,medium,2940.1728
low fat,0.031225303,fruits and vegetables,102.899,supermarket,tier 2,12.5,medium,2167.179
regular,0.078912473,baking goods,99.9042,supermarket,tier 3,12.857645184136183,medium,3273.7386
regular,0.103080901,fruits and vegetables,131.2968,supermarket,tier 1,6.11,medium,1957.452
regular,0.043885147,breads,108.757,supermarket,tier 2,14.8,small,1867.569
low fat,0.081328781,fruits and vegetables,150.0734,supermarket,tier 2,7.02,medium,4454.202
regular,0.097510482,frozen foods,48.1718,supermarket,tier 2,19.0,medium,709.077
low fat,0.059313603,household,238.1248,supermarket,tier 2,15.1,small,4266.4464
low fat,0.0814536,others,36.819,supermarket,tier 1,20.0,medium,768.999
low fat,0.102633047,canned,180.8292,supermarket,tier 2,16.7,medium,3466.1548
low fat,0.035071955,household,163.221,supermarket,tier 2,5.11,medium,2773.057
low fat,0.009991273,household,175.537,supermarket,tier 2,13.6,small,3705.177
regular,0.077145553,frozen foods,39.8506,grocery store,tier 3,6.635,medium,75.9012
low fat,0.045631231,fruits and vegetables,128.102,supermarket,tier 3,19.85,high,1265.02
regular,0.09942555,frozen foods,87.0856,supermarket,tier 1,16.0,medium,527.3136
regular,0.119647957,fruits and vegetables,180.9976,supermarket,tier 1,16.7,medium,4165.2448
low fat,0.17635245,fruits and vegetables,220.8772,supermarket,tier 2,19.85,medium,4225.1668
regular,0.07603021,frozen foods,189.0846,supermarket,tier 2,12.65,small,4012.7766
low fat,0.026933321,meat,78.467,supermarket,tier 3,12.857645184136183,medium,3292.381
low fat,0.13030659,baking goods,75.7328,supermarket,tier 3,14.3,high,617.8624
low fat,0.061184804,household,132.0968,supermarket,tier 1,15.25,small,3914.904
low fat,0.021498768,fruits and vegetables,111.5228,supermarket,tier 3,12.857645184136183,medium,1768.3648
regular,0.029843736,dairy,143.9786,supermarket,tier 3,14.0,medium,866.8716
regular,0.038363204,dairy,98.1726,supermarket,tier 2,6.905,medium,587.2356
regular,0.037033223,meat,227.9352,supermarket,tier 3,10.395,medium,4809.7392
regular,0.043122189,fruits and vegetables,197.9742,supermarket,tier 3,11.35,high,995.371
regular,0.02624324,baking goods,143.8128,supermarket,tier 3,12.857645184136183,medium,4458.1968
low fat,0.089069748,fruits and vegetables,62.751,supermarket,tier 3,7.785,medium,1707.777
regular,0.073721115,canned,85.6198,supermarket,tier 2,12.5,small,610.5386
regular,0.026409147,fruits and vegetables,102.1332,supermarket,tier 3,15.5,medium,615.1992
low fat,0.073977473,canned,206.8638,supermarket,tier 2,16.5,medium,2070.638
low fat,0.162903525,snack foods,104.9622,supermarket,tier 3,10.85,medium,1482.0708
regular,0.105220024,baking goods,102.7648,supermarket,tier 3,11.15,high,1142.5128
regular,0.041373331,snack foods,38.119,supermarket,tier 2,17.6,small,732.38
low fat,0.0,frozen foods,263.291,grocery store,tier 3,7.035,medium,525.982
low fat,0.031139933,dairy,74.8012,grocery store,tier 1,12.857645184136183,small,303.6048
low fat,0.0,breakfast,178.437,supermarket,tier 1,8.895,small,1235.059
low fat,0.098312421,health and hygiene,81.4618,grocery store,tier 3,11.8,medium,161.1236
low fat,0.032321608,health and hygiene,165.6526,supermarket,tier 2,11.15,medium,1315.6208
low fat,0.144338493,health and hygiene,224.4404,supermarket,tier 3,12.857645184136183,medium,6976.2524
regular,0.160852421,meat,131.3942,grocery store,tier 3,15.1,medium,397.4826
low fat,0.084179812,hard drinks,109.0596,supermarket,tier 3,6.385,medium,1941.4728
low fat,0.074345268,snack foods,251.9724,supermarket,tier 1,9.5,small,3523.4136
regular,0.063850971,dairy,97.2726,grocery store,tier 3,6.905,medium,195.7452
low fat,0.064410783,household,33.39,grocery store,tier 3,9.105,medium,33.29
low fat,0.122742389,canned,134.2942,supermarket,tier 2,15.7,medium,1192.4478
low fat,0.011351778,household,236.5248,supermarket,tier 2,10.5,medium,4029.4216
low fat,0.093071679,health and hygiene,103.8674,supermarket,tier 2,5.32,medium,509.337
low fat,0.050168354,soft drinks,95.3752,supermarket,tier 2,15.2,small,1438.128
low fat,0.054015429,seafood,196.3768,supermarket,tier 2,19.85,small,4138.6128
low fat,0.014007727,frozen foods,38.319,supermarket,tier 3,15.35,high,292.952
regular,0.011472001,snack foods,75.2038,supermarket,tier 3,10.695,medium,517.3266
regular,0.038685176,snack foods,146.6102,supermarket,tier 3,16.7,medium,2770.3938
regular,0.114565093,canned,112.0202,supermarket,tier 1,15.7,small,337.5606
