item_fat_content,item_visibility,item_type,item_mrp,outlet_type,outlet_location_type,item_weight_mean,outlet_size_mode,item_outlet_sales
low fat,0.068753558,household,127.9678,grocery store,tier 1,12.857645184136183,small,254.3356
low fat,0.013199737,canned,108.9254,supermarket,tier 3,12.857645184136183,medium,2713.135
low fat,0.023971463,fruits and vegetables,54.0272,supermarket,tier 1,10.65,small,447.4176
regular,0.09468096,fruits and vegetables,86.2882,supermarket,tier 3,18.35,medium,1631.8758
regular,0.014394261,fruits and vegetables,241.3512,supermarket,tier 2,7.35,medium,5331.7264
low fat,0.049396364,fruits and vegetables,146.4734,supermarket,tier 1,18.2,medium,3563.3616
regular,0.024243294,frozen foods,116.0176,supermarket,tier 1,8.39,medium,1603.2464
low fat,0.122469209,dairy,121.973,supermarket,tier 3,14.3,high,2709.806
regular,0.017730951,starchy foods,239.8538,supermarket,tier 2,10.195,medium,4086.0146
low fat,0.035016754,snack foods,245.3828,supermarket,tier 3,14.15,medium,1705.7796
low fat,0.019417732,soft drinks,153.7972,supermarket,tier 2,16.2,medium,1402.1748
low fat,0.066358426,household,195.2478,supermarket,tier 3,12.857645184136183,medium,7168.6686
low fat,0.105265475,soft drinks,159.9578,grocery store,tier 3,12.65,medium,962.7468
low fat,0.038736754,soft drinks,37.319,supermarket,tier 3,12.857645184136183,medium,1281.665
low fat,0.044991876,frozen foods,107.228,grocery store,tier 3,10.895,medium,426.112
low fat,0.05696122,fruits and vegetables,176.337,supermarket,tier 1,5.735,small,1764.37
low fat,0.147255604,breads,93.7436,supermarket,tier 2,17.85,medium,1701.7848
regular,0.077319079,fruits and vegetables,255.433,supermarket,tier 1,5.82,small,4357.661
low fat,0.089135671,health and hygiene,146.9102,supermarket,tier 2,10.0,small,3207.8244
regular,0.041373331,snack foods,38.119,supermarket,tier 2,17.6,small,732.38
low fat,0.04403602,hard drinks,173.308,supermarket,tier 3,12.857645184136183,medium,6751.212
low fat,0.027041859,meat,77.567,supermarket,tier 3,10.1,high,306.268
regular,0.056782237,fruits and vegetables,241.2512,supermarket,tier 3,12.857645184136183,medium,8239.9408
regular,0.03922186,snack foods,97.241,supermarket,tier 1,17.6,small,193.082
low fat,0.021581922,canned,53.3982,supermarket,tier 2,8.645,small,1209.7586
low fat,0.128206001,breads,155.9314,supermarket,tier 1,19.5,small,3878.285
low fat,0.071301323,fruits and vegetables,190.8162,supermarket,tier 2,7.68,medium,2693.8268
low fat,0.030765898,hard drinks,43.277,supermarket,tier 2,15.7,medium,649.155
regular,0.053730029,canned,199.0742,supermarket,tier 2,5.405,medium,4777.7808
regular,0.062350672,baking goods,86.9514,supermarket,tier 2,20.85,medium,1416.8224
low fat,0.068163102,health and hygiene,140.4812,supermarket,tier 2,7.39,medium,2422.1804
low fat,0.0,canned,263.1884,supermarket,tier 3,6.465,medium,2914.8724
low fat,0.015309885,snack foods,197.6084,supermarket,tier 2,18.25,medium,2380.9008
regular,0.106538757,dairy,222.3772,supermarket,tier 3,12.857645184136183,medium,1556.6404
low fat,0.061999648,baking goods,230.001,grocery store,tier 1,12.857645184136183,small,689.103
low fat,0.051618281,breads,31.9558,supermarket,tier 3,10.195,high,373.5138
low fat,0.076505799,baking goods,91.583,supermarket,tier 2,15.1,medium,539.298
regular,0.013091186,fruits and vegetables,114.8834,supermarket,tier 3,13.65,medium,1612.5676
low fat,0.022074764,snack foods,141.418,grocery store,tier 1,12.857645184136183,small,559.272
low fat,0.079146113,frozen foods,181.466,grocery store,tier 1,12.857645184136183,small,179.766
low fat,0.096337184,frozen foods,125.2678,supermarket,tier 2,5.985,medium,763.0068
low fat,0.142425145,hard drinks,189.9872,grocery store,tier 3,9.5,medium,756.3488
low fat,0.0,dairy,44.7744,supermarket,tier 2,11.15,medium,181.0976
low fat,0.041663111,health and hygiene,188.6214,supermarket,tier 3,12.857645184136183,medium,6029.4848
low fat,0.019386234,health and hygiene,126.8994,supermarket,tier 1,18.0,small,3083.9856
low fat,0.135226962,health and hygiene,56.293,grocery store,tier 1,12.857645184136183,small,113.186
low fat,0.0,soft drinks,73.4696,supermarket,tier 3,16.2,high,2087.9488
low fat,0.036729122,frozen foods,179.7976,supermarket,tier 1,13.15,medium,2535.3664
low fat,0.045380404,health and hygiene,148.4392,supermarket,tier 3,20.6,high,1789.6704
regular,0.069587171,meat,234.6616,supermarket,tier 1,11.395,small,4687.232
regular,0.08573655,fruits and vegetables,229.5694,supermarket,tier 3,6.78,high,3425.541
regular,0.076681143,frozen foods,110.7228,supermarket,tier 1,8.84,medium,1657.842
low fat,0.102055777,canned,184.0292,supermarket,tier 1,16.7,small,3101.2964
regular,0.071856726,fruits and vegetables,63.2536,supermarket,tier 2,13.3,medium,1347.5792
regular,0.063054947,frozen foods,102.399,supermarket,tier 2,12.6,medium,2270.378
regular,0.142383847,starchy foods,172.3448,supermarket,tier 2,7.6,small,2556.672
regular,0.03150851,baking goods,170.5764,supermarket,tier 3,12.6,high,3779.0808
regular,0.123620492,snack foods,90.0514,supermarket,tier 1,6.67,medium,1505.3738
low fat,0.06375108,household,36.7848,supermarket,tier 2,10.695,small,782.9808
low fat,0.04461205,dairy,241.1538,grocery store,tier 1,12.857645184136183,small,480.7076
low fat,0.122204371,fruits and vegetables,173.5738,supermarket,tier 2,16.6,small,1911.5118
regular,0.037764307,snack foods,127.2994,supermarket,tier 1,10.0,small,642.497
low fat,0.092437711,others,185.2608,supermarket,tier 2,19.1,medium,1470.0864
low fat,0.137807013,health and hygiene,161.792,grocery store,tier 3,17.6,medium,159.792
regular,0.077292302,soft drinks,235.3958,supermarket,tier 1,19.5,medium,6309.7866
regular,0.045763062,snack foods,38.4848,supermarket,tier 1,10.1,medium,633.8416
low fat,0.090558833,household,112.6176,supermarket,tier 3,8.6,medium,3091.9752
low fat,0.041703666,frozen foods,109.1912,supermarket,tier 3,19.7,high,1637.868
low fat,0.014098693,frozen foods,37.219,supermarket,tier 2,15.35,medium,805.618
regular,0.042008667,baking goods,162.6868,supermarket,tier 2,5.26,medium,3767.0964
low fat,0.106933748,fruits and vegetables,175.337,supermarket,tier 2,9.8,medium,529.311
low fat,0.012663476,health and hygiene,39.3506,supermarket,tier 2,16.5,medium,645.1602
low fat,0.041387618,fruits and vegetables,40.1164,supermarket,tier 2,10.5,small,849.5608
low fat,0.012148836,others,191.353,supermarket,tier 3,13.1,medium,1328.271
regular,0.005935001,snack foods,98.8358,supermarket,tier 3,12.857645184136183,medium,2010.716
regular,0.014047825,snack foods,196.5084,supermarket,tier 2,9.3,medium,4364.9848
low fat,0.026375082,frozen foods,79.6302,supermarket,tier 2,14.3,medium,792.302
low fat,0.0,fruits and vegetables,55.7298,supermarket,tier 3,12.857645184136183,medium,2804.3496
low fat,0.052174319,soft drinks,240.3564,supermarket,tier 2,10.8,medium,4290.4152
regular,0.0,baking goods,38.1848,grocery store,tier 1,12.857645184136183,small,37.2848
low fat,0.137786856,snack foods,157.763,supermarket,tier 3,12.85,medium,2659.871
low fat,0.066608487,fruits and vegetables,184.624,supermarket,tier 2,6.78,small,5406.296
regular,0.064002068,frozen foods,85.5566,supermarket,tier 2,9.195,small,930.1226
low fat,0.06406438,hard drinks,229.2694,supermarket,tier 1,7.905,small,1826.9552
low fat,0.049345425,snack foods,115.4176,supermarket,tier 2,17.6,medium,1145.176
regular,0.11521312,canned,112.0202,supermarket,tier 2,15.7,medium,3150.5656
regular,0.0,frozen foods,83.7566,grocery store,tier 1,12.857645184136183,small,253.6698
low fat,0.099991245,frozen foods,112.7886,supermarket,tier 3,19.2,high,1779.0176
low fat,0.015334003,canned,92.7146,supermarket,tier 3,7.405,medium,1185.7898
regular,0.129170642,soft drinks,233.9958,grocery store,tier 3,19.5,medium,467.3916
regular,0.051908824,baking goods,78.1644,supermarket,tier 2,9.195,medium,1414.1592
low fat,0.131770922,baking goods,151.1024,supermarket,tier 2,11.65,medium,1518.024
low fat,0.028984804,household,146.1786,supermarket,tier 3,21.1,high,3034.0506
low fat,0.120211747,household,93.2094,supermarket,tier 2,8.695,medium,666.4658
regular,0.02076385,canned,89.0488,supermarket,tier 3,7.27,high,181.0976
low fat,0.016006626,household,105.6964,supermarket,tier 3,8.85,high,210.3928
low fat,0.015766712,snack foods,152.9366,supermarket,tier 2,18.6,small,1662.5026
low fat,0.024536199,household,144.6102,supermarket,tier 3,12.857645184136183,medium,3791.0652
regular,0.008046878,frozen foods,78.7618,supermarket,tier 1,9.1,medium,402.809
low fat,0.014653896,baking goods,82.425,supermarket,tier 1,7.975,medium,749.025
low fat,0.073794811,health and hygiene,121.444,supermarket,tier 2,10.0,medium,2516.724
low fat,0.056830682,snack foods,214.0218,supermarket,tier 1,6.865,small,5556.7668
regular,0.054618573,starchy foods,65.5168,supermarket,tier 2,16.7,small,1022.6688
low fat,0.052141447,household,174.9054,grocery store,tier 3,7.285,medium,525.3162
low fat,0.017360867,soft drinks,196.2768,supermarket,tier 2,8.43,medium,1576.6144
regular,0.196438668,baking goods,194.611,grocery store,tier 3,20.2,medium,392.822
regular,0.074743226,fruits and vegetables,187.6556,supermarket,tier 1,8.75,medium,5257.1568
low fat,0.127792701,fruits and vegetables,111.1886,supermarket,tier 3,12.857645184136183,medium,4447.544
low fat,0.024358634,health and hygiene,190.4214,supermarket,tier 3,12.857645184136183,medium,5652.642
low fat,0.070431235,hard drinks,177.5344,supermarket,tier 2,9.695,small,3033.3848
regular,0.082930699,frozen foods,35.2558,supermarket,tier 1,7.75,small,780.9834
low fat,0.041330512,fruits and vegetables,115.8466,supermarket,tier 3,19.75,high,2474.7786
regular,0.235354055,baking goods,50.8008,grocery store,tier 3,9.8,medium,101.2016
regular,0.057746382,meat,152.4366,supermarket,tier 2,11.8,medium,3929.5516
regular,0.045337184,baking goods,36.8874,supermarket,tier 1,9.8,medium,564.5984
low fat,0.020374875,snack foods,248.0092,supermarket,tier 3,7.42,high,1245.046
low fat,0.035568147,soft drinks,151.8024,grocery store,tier 3,20.75,medium,151.8024
regular,0.062797771,frozen foods,103.999,supermarket,tier 1,12.6,medium,825.592
regular,0.018096488,frozen foods,179.566,supermarket,tier 3,19.75,medium,2696.49
regular,0.009613854,dairy,122.973,supermarket,tier 3,10.895,high,1231.73
low fat,0.026645307,frozen foods,53.5614,supermarket,tier 3,16.6,medium,939.4438
regular,0.087753682,frozen foods,105.3306,supermarket,tier 2,6.765,medium,2090.612
low fat,0.037657459,fruits and vegetables,175.8054,supermarket,tier 2,13.1,medium,2801.6864
low fat,0.041091215,household,89.5514,supermarket,tier 3,12.857645184136183,medium,3364.9532
regular,0.095195306,meat,213.956,supermarket,tier 2,6.155,medium,2343.616
low fat,0.048686689,others,164.1526,supermarket,tier 1,10.65,small,1808.9786
low fat,0.117091213,snack foods,197.9084,grocery store,tier 1,12.857645184136183,small,992.042
regular,0.022940826,baking goods,241.8538,supermarket,tier 1,20.25,small,5768.4912
low fat,0.119339241,baking goods,106.0596,supermarket,tier 2,20.5,small,970.7364
regular,0.014075334,frozen foods,176.8344,supermarket,tier 3,11.8,high,3568.688
low fat,0.046336634,breads,120.0414,supermarket,tier 3,15.0,high,3533.4006
low fat,0.036641589,frozen foods,180.7976,supermarket,tier 3,13.15,high,6157.3184
regular,0.101176316,fruits and vegetables,198.9768,supermarket,tier 3,15.5,medium,4729.8432
low fat,0.035737373,fruits and vegetables,260.6278,supermarket,tier 3,12.857645184136183,medium,9371.8008
regular,0.079376029,frozen foods,81.7276,supermarket,tier 2,11.6,medium,1949.4624
regular,0.091054989,frozen foods,231.8984,supermarket,tier 1,14.35,medium,4633.968
low fat,0.043852434,snack foods,182.695,supermarket,tier 2,13.15,medium,4211.185
regular,0.009620042,dairy,121.673,supermarket,tier 2,10.895,small,1970.768
low fat,0.054939848,health and hygiene,199.5084,supermarket,tier 2,10.1,medium,3372.9428
low fat,0.014675574,soft drinks,50.8324,supermarket,tier 2,18.7,medium,934.7832
low fat,0.14526636,health and hygiene,224.0404,supermarket,tier 1,12.15,medium,3375.606
regular,0.146662938,frozen foods,138.6838,supermarket,tier 1,10.195,small,2388.2246
regular,0.071786706,dairy,193.3794,supermarket,tier 3,8.575,high,780.3176
regular,0.133424184,fruits and vegetables,102.2332,grocery store,tier 3,16.5,medium,102.5332
low fat,0.115799592,frozen foods,95.3094,supermarket,tier 3,9.065,medium,1713.7692
low fat,0.027579198,household,178.7344,supermarket,tier 1,16.6,small,1605.9096
regular,0.241055611,dairy,238.5222,grocery store,tier 3,11.6,medium,717.0666
low fat,0.014332439,household,57.1614,supermarket,tier 3,19.5,medium,1381.535
low fat,0.027133398,health and hygiene,106.2596,grocery store,tier 3,16.6,medium,215.7192
low fat,0.132876847,dairy,98.0726,supermarket,tier 1,11.85,medium,1076.5986
low fat,0.03315162,snack foods,170.6422,supermarket,tier 3,12.85,high,2931.5174
low fat,0.019536981,household,170.0474,supermarket,tier 1,9.0,medium,4211.185
low fat,0.085258864,fruits and vegetables,165.85,supermarket,tier 2,5.655,small,1830.95
low fat,0.013179388,household,55.1614,supermarket,tier 1,8.93,small,939.4438
low fat,0.033592687,household,108.1912,supermarket,tier 2,15.2,small,1856.2504
low fat,0.05346916,canned,114.1492,grocery store,tier 3,7.655,medium,115.8492
low fat,0.126831854,canned,209.027,supermarket,tier 3,12.857645184136183,medium,4613.994
low fat,0.103603094,snack foods,143.547,supermarket,tier 1,15.5,medium,1431.47
low fat,0.104840884,frozen foods,122.1072,supermarket,tier 1,18.7,medium,490.0288
low fat,0.042056944,soft drinks,31.89,supermarket,tier 3,9.5,medium,366.19
low fat,0.040049609,frozen foods,34.4558,supermarket,tier 2,13.65,medium,611.2044
regular,0.03075661,canned,86.254,supermarket,tier 2,19.5,medium,2163.85
low fat,0.0,canned,46.5376,supermarket,tier 3,8.71,high,575.2512
regular,0.03941584,dairy,247.8092,grocery store,tier 1,12.857645184136183,small,498.0184
low fat,0.024363939,dairy,46.3718,supermarket,tier 2,19.6,medium,661.8052
regular,0.131443921,fruits and vegetables,189.1872,supermarket,tier 3,12.857645184136183,medium,5294.4416
low fat,0.058725131,health and hygiene,82.3618,supermarket,tier 2,11.8,small,1208.427
regular,0.122274118,baking goods,40.3454,supermarket,tier 2,6.715,medium,838.908
low fat,0.067239404,household,39.6796,supermarket,tier 3,19.1,high,660.4736
low fat,0.021464454,baking goods,156.6288,supermarket,tier 1,20.7,medium,3928.22
low fat,0.112681821,hard drinks,113.986,supermarket,tier 3,10.195,medium,452.744
regular,0.039469737,breakfast,155.163,supermarket,tier 2,20.2,medium,782.315
low fat,0.061101383,soft drinks,151.9024,supermarket,tier 1,10.8,small,2580.6408
low fat,0.014359584,household,100.8332,supermarket,tier 3,19.75,medium,1537.998
low fat,0.016637301,frozen foods,120.9098,supermarket,tier 1,19.35,medium,1687.1372
low fat,0.159843921,dairy,206.6296,supermarket,tier 3,7.405,medium,3115.944
low fat,0.061308889,household,128.8968,supermarket,tier 2,15.25,medium,2348.9424
low fat,0.055566935,household,263.591,grocery store,tier 1,12.857645184136183,small,262.991
low fat,0.026397141,frozen foods,207.8954,supermarket,tier 2,8.895,medium,3542.7218
low fat,0.034307348,household,215.2218,supermarket,tier 1,18.75,small,4701.8796
low fat,0.074627201,dairy,110.3228,supermarket,tier 1,20.1,small,1768.3648
low fat,0.041973712,health and hygiene,35.7216,supermarket,tier 2,12.35,medium,519.324
regular,0.080015028,snack foods,111.8544,supermarket,tier 3,16.85,medium,1677.816
low fat,0.10084386,starchy foods,166.3526,grocery store,tier 3,18.25,medium,164.4526
low fat,0.055519561,dairy,219.8114,supermarket,tier 1,17.0,medium,1108.557
regular,0.012203915,snack foods,133.2284,supermarket,tier 3,12.857645184136183,medium,4350.3372
low fat,0.130946374,baking goods,76.7328,supermarket,tier 3,14.3,medium,1312.9576
regular,0.041381156,snack foods,35.019,supermarket,tier 1,17.6,small,659.142
regular,0.04586701,frozen foods,37.9506,supermarket,tier 3,12.857645184136183,medium,910.8144
low fat,0.036474041,dairy,218.3482,supermarket,tier 3,20.25,medium,2409.5302
low fat,0.039231652,snack foods,145.1418,supermarket,tier 2,18.0,medium,2648.5524
low fat,0.013393537,others,106.028,supermarket,tier 2,16.35,medium,1065.28
regular,0.031444357,canned,53.764,supermarket,tier 2,14.0,medium,798.96
low fat,0.014555066,soft drinks,145.2102,supermarket,tier 1,5.78,small,3062.0142
low fat,0.082526478,snack foods,191.8478,grocery store,tier 3,21.0,medium,774.9912
regular,0.080765853,frozen foods,262.8936,supermarket,tier 1,13.65,medium,4958.8784
regular,0.17797002,fruits and vegetables,173.1396,grocery store,tier 3,12.3,medium,697.7584
regular,0.03382933,meat,196.9426,supermarket,tier 2,12.35,medium,2768.3964
low fat,0.11397026,soft drinks,185.1924,supermarket,tier 2,11.8,medium,2591.2936
low fat,0.038729457,hard drinks,127.3362,supermarket,tier 2,19.7,small,755.0172
low fat,0.032075379,canned,50.9008,supermarket,tier 3,10.1,high,354.2056
low fat,0.196490902,canned,120.544,grocery store,tier 1,12.857645184136183,small,479.376
low fat,0.146305498,breads,94.1436,supermarket,tier 3,17.85,high,1607.2412
low fat,0.026877471,household,74.6354,supermarket,tier 3,20.7,high,1053.2956
low fat,0.005474515,frozen foods,99.7016,supermarket,tier 1,8.89,small,1922.8304
low fat,0.064048405,canned,153.4682,supermarket,tier 2,14.5,small,1677.1502
low fat,0.032203667,household,100.8016,supermarket,tier 2,9.0,medium,1113.2176
low fat,0.017857847,dairy,77.5012,supermarket,tier 3,13.35,medium,1518.024
low fat,0.041921462,snack foods,92.3462,supermarket,tier 1,6.675,small,2406.2012
regular,0.024875871,baking goods,173.0422,supermarket,tier 3,10.3,high,2069.3064
regular,0.028139761,canned,173.7422,supermarket,tier 3,12.857645184136183,medium,3621.2862
regular,0.073997843,fruits and vegetables,207.0638,supermarket,tier 3,17.1,high,4969.5312
low fat,0.020798905,fruits and vegetables,123.6046,supermarket,tier 3,14.15,medium,1245.046
low fat,0.052363244,soft drinks,236.5564,supermarket,tier 2,10.8,medium,5243.8408
low fat,0.098283459,canned,51.3324,supermarket,tier 3,8.5,medium,934.7832
low fat,0.012138795,fruits and vegetables,39.2848,supermarket,tier 3,6.215,high,521.9872
low fat,0.0,snack foods,253.0356,supermarket,tier 2,17.5,small,4578.0408
low fat,0.042923652,dairy,178.3028,supermarket,tier 2,20.7,medium,1062.6168
regular,0.009058845,canned,103.399,supermarket,tier 1,8.975,small,2579.975
regular,0.032136417,frozen foods,83.9592,grocery store,tier 3,20.5,medium,165.1184
low fat,0.065898197,frozen foods,46.1402,supermarket,tier 3,13.65,medium,459.402
low fat,0.075731322,dairy,167.5158,supermarket,tier 2,13.1,medium,1504.0422
regular,0.101812521,canned,232.23,supermarket,tier 2,4.615,small,5126.66
regular,0.106327251,fruits and vegetables,172.8396,supermarket,tier 1,12.3,small,2616.594
low fat,0.080933328,others,37.519,supermarket,tier 3,12.857645184136183,medium,842.237
low fat,0.100055601,frozen foods,112.4886,supermarket,tier 2,19.2,small,1223.0746
regular,0.054540159,frozen foods,152.1366,supermarket,tier 1,20.1,medium,755.683
regular,0.037723476,snack foods,109.5254,supermarket,tier 3,11.5,medium,1953.4572
low fat,0.14897741,canned,143.0786,grocery store,tier 3,9.3,medium,288.9572
regular,0.104201019,fruits and vegetables,176.5054,supermarket,tier 3,15.2,medium,2976.7918
regular,0.076198809,frozen foods,191.3846,supermarket,tier 2,12.65,medium,2675.1844
low fat,0.010639596,canned,84.1908,supermarket,tier 2,11.1,small,755.0172
low fat,0.025039776,household,102.7332,grocery store,tier 1,12.857645184136183,small,410.1328
low fat,0.086326707,snack foods,192.6478,grocery store,tier 1,12.857645184136183,small,387.4956
low fat,0.041220035,household,131.231,supermarket,tier 2,19.2,small,3635.268
low fat,0.01247354,fruits and vegetables,187.5872,supermarket,tier 2,19.75,medium,1323.6104
low fat,0.079132212,soft drinks,112.686,supermarket,tier 2,6.135,medium,2942.836
low fat,0.020693809,breads,199.1742,supermarket,tier 2,12.5,small,4379.6324
low fat,0.10016525,snack foods,193.9452,supermarket,tier 2,7.235,medium,2936.178
low fat,0.057302606,snack foods,53.3956,supermarket,tier 2,15.85,small,600.5516
regular,0.048761046,frozen foods,260.5278,supermarket,tier 2,9.895,medium,8851.1452
low fat,0.0,soft drinks,153.0024,supermarket,tier 2,20.75,small,2428.8384
low fat,0.052149675,soft drinks,239.9564,supermarket,tier 1,10.8,medium,3813.7024
low fat,0.050130529,health and hygiene,128.3336,supermarket,tier 1,8.76,medium,2556.672
regular,0.024987903,fruits and vegetables,97.341,supermarket,tier 1,16.1,medium,1255.033
low fat,0.109990885,fruits and vegetables,172.908,supermarket,tier 2,7.1,small,2769.728
regular,0.049736267,fruits and vegetables,76.8644,supermarket,tier 2,19.35,medium,1571.288
regular,0.117026714,baking goods,189.2214,grocery store,tier 3,16.7,medium,188.4214
regular,0.035121963,fruits and vegetables,168.6448,supermarket,tier 3,9.5,high,1022.6688
low fat,0.017311312,soft drinks,197.8768,supermarket,tier 3,8.43,high,3744.4592
low fat,0.008811818,household,196.511,supermarket,tier 2,14.15,medium,2749.754
low fat,0.025583714,dairy,239.1538,supermarket,tier 3,5.44,medium,480.7076
regular,0.014353174,fruits and vegetables,242.6512,supermarket,tier 3,7.35,high,969.4048
regular,0.054220618,breads,129.131,supermarket,tier 3,12.857645184136183,medium,4933.578
regular,0.054410179,frozen foods,151.3366,supermarket,tier 3,20.1,high,2720.4588
low fat,0.033974436,canned,181.8976,supermarket,tier 1,12.0,small,4527.44
low fat,0.009996872,meat,185.5608,supermarket,tier 2,21.25,small,3123.9336
regular,0.030212499,baking goods,98.0384,supermarket,tier 2,8.3,medium,2857.6136
low fat,0.027217468,meat,76.067,supermarket,tier 2,10.1,medium,1454.773
low fat,0.038123176,starchy foods,123.5046,supermarket,tier 2,14.15,medium,1992.0736
low fat,0.079506434,canned,78.3644,supermarket,tier 2,9.0,medium,1728.4168
low fat,0.021811987,breads,163.6184,supermarket,tier 3,12.15,medium,2311.6576
low fat,0.082150145,dairy,192.9504,supermarket,tier 3,12.857645184136183,medium,7478.2656
low fat,0.036012919,snack foods,148.0734,grocery store,tier 1,12.857645184136183,small,593.8936
regular,0.028167478,fruits and vegetables,45.5744,supermarket,tier 1,20.0,medium,452.744
regular,0.029560451,baking goods,65.8142,supermarket,tier 1,6.71,small,856.8846
low fat,0.039631495,frozen foods,31.9558,supermarket,tier 3,12.857645184136183,medium,984.7182
low fat,0.04280099,fruits and vegetables,228.372,supermarket,tier 2,7.365,medium,2037.348
low fat,0.017141985,dairy,50.035,supermarket,tier 3,7.935,high,149.805
low fat,0.056394771,seafood,51.3982,supermarket,tier 2,12.6,medium,473.3838
low fat,0.056379439,frozen foods,42.7454,supermarket,tier 1,17.6,medium,293.6178
low fat,0.129534812,household,190.1872,supermarket,tier 1,19.0,medium,5105.3544
low fat,0.036439878,health and hygiene,175.3028,supermarket,tier 2,7.5,medium,3010.7476
low fat,0.0,dairy,77.6012,supermarket,tier 1,13.35,small,986.7156
low fat,0.090191431,household,112.9176,supermarket,tier 1,8.6,small,458.0704
low fat,0.30374337,snack foods,196.011,grocery store,tier 1,12.857645184136183,small,589.233
regular,0.022590318,snack foods,140.6154,grocery store,tier 3,10.5,medium,283.6308
low fat,0.082011521,frozen foods,213.3534,supermarket,tier 1,9.0,small,1935.4806
low fat,0.122843005,hard drinks,172.4396,supermarket,tier 1,4.61,medium,1569.9564
regular,0.05432142,frozen foods,146.2102,grocery store,tier 3,10.895,medium,437.4306
low fat,0.049144165,snack foods,112.7176,supermarket,tier 1,17.6,medium,1717.764
low fat,0.040577878,fruits and vegetables,188.224,supermarket,tier 1,11.65,medium,1304.968
low fat,0.067400032,household,41.9796,supermarket,tier 1,19.1,medium,784.3124
regular,0.012036432,canned,165.7184,supermarket,tier 2,17.2,medium,1816.3024
low fat,0.073977473,canned,206.8638,supermarket,tier 2,16.5,medium,2070.638
low fat,0.143396175,breakfast,128.0994,supermarket,tier 2,15.6,medium,2184.4898
low fat,0.03201648,household,99.6016,supermarket,tier 2,9.0,small,1922.8304
low fat,0.058346234,snack foods,44.0744,supermarket,tier 3,15.0,high,633.8416
low fat,0.14571827,breads,94.3436,supermarket,tier 3,12.857645184136183,medium,2269.0464
low fat,0.055806016,seafood,52.4982,supermarket,tier 3,12.857645184136183,medium,1209.7586
low fat,0.072097449,snack foods,119.3098,supermarket,tier 1,6.195,medium,1205.098
regular,0.117543713,baking goods,197.311,supermarket,tier 1,20.2,medium,3338.987
low fat,0.048718334,fruits and vegetables,38.7506,supermarket,tier 3,20.7,high,227.7036
low fat,0.0591756,household,245.046,supermarket,tier 3,20.25,medium,4680.574
low fat,0.031918284,canned,117.7492,supermarket,tier 3,7.655,high,695.0952
regular,0.095587976,fruits and vegetables,193.982,grocery store,tier 1,12.857645184136183,small,579.246
regular,0.019308607,soft drinks,49.0692,supermarket,tier 2,5.92,medium,1478.076
low fat,0.023974769,dairy,99.0042,supermarket,tier 2,18.75,medium,694.4294
regular,0.100602552,baking goods,88.3856,supermarket,tier 2,9.395,medium,703.0848
low fat,0.091189915,snack foods,149.3708,supermarket,tier 2,13.35,small,4514.124
regular,0.077480627,meat,101.399,grocery store,tier 1,12.857645184136183,small,206.398
low fat,0.129731747,household,196.211,grocery store,tier 3,19.2,medium,589.233
regular,0.103363904,fruits and vegetables,226.172,supermarket,tier 3,19.0,high,3169.208
low fat,0.020714523,fruits and vegetables,124.2046,supermarket,tier 1,14.15,small,2490.092
regular,0.062212713,baking goods,88.1514,supermarket,tier 2,20.85,small,1151.1682
low fat,0.031271134,snack foods,186.0582,supermarket,tier 2,8.63,medium,3900.9222
low fat,0.026729068,household,248.4776,supermarket,tier 3,16.7,medium,6439.6176
regular,0.094567181,breakfast,104.5332,supermarket,tier 1,7.895,small,1845.5976
low fat,0.05193741,fruits and vegetables,77.9986,supermarket,tier 3,7.72,high,934.7832
low fat,0.126480422,health and hygiene,121.573,supermarket,tier 2,5.615,medium,3202.498
regular,0.055644887,breads,224.9088,supermarket,tier 1,7.05,medium,2684.5056
low fat,0.028519419,health and hygiene,109.2228,grocery store,tier 3,14.35,medium,221.0456
low fat,0.027101431,soft drinks,151.7682,supermarket,tier 1,8.52,medium,2439.4912
regular,0.067083367,snack foods,44.0112,supermarket,tier 2,7.645,medium,596.5568
low fat,0.020652362,snack foods,149.5734,supermarket,tier 3,12.1,medium,2227.101
low fat,0.081042136,meat,192.4846,supermarket,tier 1,14.8,small,5159.2842
low fat,0.021336565,soft drinks,153.6024,supermarket,tier 3,20.75,medium,1366.2216
low fat,0.029001987,snack foods,238.6222,supermarket,tier 2,10.8,medium,8604.7992
low fat,0.069745165,hard drinks,190.2872,grocery store,tier 3,18.35,medium,378.1744
regular,0.068148886,dairy,58.6562,supermarket,tier 3,13.5,medium,711.0744
low fat,0.144094079,household,34.819,supermarket,tier 2,20.5,medium,1061.951
regular,0.186616421,baking goods,78.6328,supermarket,tier 3,12.35,medium,1004.0264
low fat,0.105323859,dairy,39.1138,supermarket,tier 2,8.895,medium,609.207
low fat,0.022110425,dairy,110.8886,supermarket,tier 2,16.7,medium,3558.0352
low fat,0.019374768,soft drinks,155.8972,supermarket,tier 2,16.2,small,2025.3636
low fat,0.014482278,meat,118.115,supermarket,tier 3,7.26,medium,1864.24
low fat,0.087805788,fruits and vegetables,126.7678,supermarket,tier 1,6.65,medium,1907.517
low fat,0.048027043,breads,218.9166,supermarket,tier 1,13.35,small,5660.6316
low fat,0.055908268,baking goods,99.8016,supermarket,tier 2,17.35,small,607.2096
low fat,0.048522793,fruits and vegetables,39.6506,supermarket,tier 3,12.857645184136183,medium,1024.6662
regular,0.032359413,canned,187.424,supermarket,tier 2,5.46,medium,3169.208
